rank,name,forbes_id,net_worth,age,age_range,country,source,industry,Age,Source of Wealth,Self-Made Score,Philanthropy Score,Residence,Citizenship,Marital Status,Children,Education,Bachelor,Master,Doctorate,Drop Out,Self Made
2133,Lillyn Teh Li Hua,lillyn-teh-li-hua,1.3,,0,Malaysia,Finance,Finance & Investments,,Finance,,,,Malaysia,,,,,,,,0
2133,Gregg Hymowitz,gregg-hymowitz,1.3,57.0,6,United States,Asset management,Finance & Investments,57.0,"Asset management, Self Made",,,"New York, New York",United States,Married,6.0,"Doctor of Jurisprudence, Harvard Law School; Bachelor of Arts, State University of New York at Binghamton",1.0,0.0,0.0,0.0,1
2133,Mitchell Jacobson,mitchell-jacobson,1.3,72.0,8,United States,Industrial equipment,Service,72.0,Industrial equipment,,,"Locust Valley, New York",United States,Married,,"Bachelor of Arts/Science, Brandeis University; Law Degree, New York University",1.0,0.0,0.0,0.0,0
2133,Anurang Jain,anurang-jain-1,1.3,61.0,7,India,Auto parts,Manufacturing,61.0,"Auto parts, Self Made",,,"Aurangabad, India",India,Married,2.0,,,,,,1
2133,Jiang Guiting & family,jiang-guiting,1.3,64.0,7,China,Manufacturing,Manufacturing,65.0,"Manufacturing, Self Made",,,"Dezhou, China",China,Married,,,,,,,1
2133,Jin Xin,jin-xin,1.3,56.0,6,China,Manufacturing,Manufacturing,56.0,"Manufacturing, Self Made",,,"Fuxin, China",China,,,,,,,,1
2133,Conni Jonsson,conni-jonsson,1.3,62.0,7,Sweden,Asset management,Finance & Investments,63.0,"Asset management, Self Made",,,"Stockholm, Sweden",Sweden,Married,,,,,,,1
2133,George Joseph,george-joseph,1.3,101.0,11,United States,Insurance,Finance & Investments,101.0,"Insurance, Self Made",,,"Los Angeles, California",United States,Married,5.0,"Bachelor of Arts/Science, Harvard University",1.0,0.0,0.0,0.0,1
2133,Laurent Junique,laurent-junique,1.3,57.0,6,France,Call centers,Technology,57.0,"Call centers, Self Made",,,"Singapore, Singapore",France,Married,,,,,,,1
2133,Zbigniew Juroszek & family,zbigniew-juroszek,1.3,60.0,6,Poland,"Real estate, gambling",Diversified,61.0,"Real estate, gambling, Self Made",,,"Cieszyn, Poland",Poland,,,,,,,,1
2133,Alexander Karp,alexander-karp,1.3,55.0,6,United States,Software firm,Technology,55.0,"Software firm, Self Made",,,"Palo Alto, California",United States,Single,,"Bachelor of Arts/Science, Haverford College; Doctor of Jurisprudence, Stanford University",1.0,0.0,0.0,0.0,1
2133,Joe Kiani,joe-kiani,1.3,58.0,6,United States,Medical devices,Healthcare,58.0,"Medical devices, Self Made",,,"Irvine, California",United States,Married,3.0,"Bachelor of Engineering, San Diego State University; Master of Science in Engineering, San Diego State University",1.0,1.0,0.0,0.0,1
2133,Seth Klarman,seth-klarman,1.3,65.0,7,United States,Investments,Finance & Investments,66.0,"Investments, Self Made",,,"Chestnut Hill, Massachusetts",United States,Married,,"Bachelor of Arts/Science, Cornell University; Master of Business Administration, Harvard University",1.0,1.0,0.0,0.0,1
2133,Kagemasa Kozuki,kagemasa-kozuki,1.3,82.0,9,Japan,Video games,Technology,82.0,"video games, Self Made",,,"Tokyo, Japan",Japan,Married,2.0,"Bachelor of Arts/Science, Kansai University",1.0,0.0,0.0,0.0,1
2133,Michael Krasny,michael-krasny,1.3,69.0,7,United States,Retail,Technology,70.0,"Retail, Self Made",,,"Highland Park, Illinois",United States,Married,1.0,"Bachelor of Arts/Science, University of Illinois, Urbana-Champaign",1.0,0.0,0.0,0.0,1
2133,Eduard Kucera,eduard-kucera,1.3,70.0,7,Czech Republic,Software,Technology,70.0,"Software, Self Made",,,"Prague, Czech Republic",Czech Republic,Married,2.0,,,,,,1
2133,Kristo Käärmann,kristo-kaarmann,1.3,42.0,5,Estonia,"Payments, banking",Finance & Investments,42.0,"Payments, banking, Self Made",,,"London, United Kingdom",Estonia,Married,,"Masters in Computer Engineering, University of Tartu",0.0,1.0,0.0,0.0,1
2133,Gary Lauder,gary-lauder,1.3,60.0,6,United States,Estée Lauder,Fashion & Retail,61.0,Estée Lauder,3.0,,"Atherton, California",United States,Married,2.0,"Master of Business Administration, Stanford Business School; Bachelor of Arts/Science, University of Pennsylvania",1.0,1.0,0.0,0.0,0
2133,Lee Hae-jin,lee-hae-jin,1.3,55.0,6,South Korea,Internet,Technology,56.0,"Internet, Self Made",,,"Seoul, South Korea",South Korea,Married,2.0,"Master of Science, Korea Advanced Institute of Science and Technology; Bachelor of Arts/Science, Seoul National University",1.0,1.0,0.0,0.0,1
2133,Art Levinson,art-levinson,1.3,73.0,8,United States,"Genentech, Apple",Diversified,73.0,"Genentech, Apple, Self Made",,,"Hillsborough, California",United States,,,"Doctorate, Princeton University; Bachelor of Science, University of Washington",1.0,0.0,1.0,0.0,1
2133,Li Denghai,li-denghai,1.3,73.0,8,China,Seed production,Food & Beverage,73.0,"Seed production, Self Made",,,"Laizhou, China",China,Married,,,,,,,1
2133,Fengluan Li,fengluan-li,1.3,61.0,7,China,"Steel, diversified",Diversified,61.0,"Steel, diversified, Self Made",,,"Ruzhou, China",China,Married,,"Associate in Arts/Science, Henan Normal University; EMBA, Peking University",0.0,0.0,0.0,0.0,1
2133,Li Yongqing,li-yongqing,1.3,58.0,6,China,Petro Firbe,Manufacturing,59.0,"Petro Firbe, Self Made",,,"Hangzhou, China",China,,,,,,,,1
2133,Li Zhigang,li-zhigang,1.3,46.0,5,China,Machinery,Manufacturing,47.0,"Machinery, Self Made",,,"Wuhan, China",China,,,,,,,,1
2133,Liu Gexin & family,liu-gexin,1.3,71.0,8,China,Pharmaceuticals,Healthcare,72.0,"Pharmaceuticals, Self Made",,,"Chengdu, China",China,Married,1.0,"Medical Doctor, Chongqing Universtiy",0.0,0.0,0.0,0.0,1
2133,Itamar Locks & family,itamar-locks,1.3,68.0,7,Brazil,Agribusiness,Food & Beverage,68.0,Agribusiness,,,"Rondonopolis, Brazil",Brazil,Married,3.0,,,,,,0
2133,Lu Hongyan,lu-hongyan,1.3,45.0,5,China,Online games,Media & Entertainment,46.0,"Online games, Self Made",,,"Xiamen, China",China,,,,,,,,1
2133,Lv Jianming,lv-jianming,1.3,58.0,6,Hong Kong,Medical equipment,Healthcare,58.0,"Medical equipment, Self Made",,,"Hangzhou, China",Hong Kong,,,,,,,,1
2133,Blairo Maggi,blairo-maggi,1.3,66.0,7,Brazil,Agribusiness,Food & Beverage,67.0,Agribusiness,,,"Cuiaba, Brazil",Brazil,Married,3.0,,,,,,0
2133,Yasseen Mansour,yasseen-mansour,1.3,61.0,7,Egypt,Diversified,Diversified,62.0,"Diversified, Self Made",,,"Cairo, Egypt",Egypt,Married,4.0,"Bachelor of Arts/Science, George Washington University",1.0,0.0,0.0,0.0,1
2133,Charlwin Mao,charlwin-mao,1.3,,0,China,E-commerce,Fashion & Retail,,"E-commerce, Self Made",,,"Shanghai, China",China,,,,,,,,1
2133,George Marcus,george-marcus,1.3,81.0,9,United States,Real estate,Real Estate,82.0,"Real estate, Self Made",,,"Los Altos Hills, California",United States,,,"Bachelor of Arts/Economics, San Francisco State",1.0,0.0,0.0,0.0,1
2133,Yves-Loic Martin,yves-loic-martin,1.3,57.0,6,France,Laboratory services,Healthcare,57.0,"Laboratory services, Self Made",,,"Nantes, France",France,,,,,,,,1
2133,Carsten Maschmeyer,carsten-maschmeyer,1.3,63.0,7,Germany,Finance services,Finance & Investments,64.0,"Finance services, Self Made",,,"Munich, Germany",Germany,Married,2.0,,,,,,1
2133,Lillian Teh Li Ming,lillian-teh-li-ming,1.3,,0,Malaysia,Banking,Finance & Investments,,Banking,,,,Malaysia,,,,,,,,0
2133,Martin Moller Nielsen,martin-moller-nielsen,1.3,58.0,6,Denmark,Aircraft leasing,Logistics,59.0,"Aircraft leasing, Self Made",,,"Lugano, Switzerland",Denmark,Single,,,,,,,1
2133,Jahm Najafi,jahm-najafi,1.3,60.0,6,United States,Investments,Finance & Investments,60.0,"Investments, Self Made",,,"Paradise Valley, Arizona",United States,Married,3.0,"Bachelor of Arts/Economics, University of California Berkeley",1.0,0.0,0.0,0.0,1
2133,Randal Nardone,randal-nardone,1.3,67.0,7,United States,"Investments, energy",Finance & Investments,68.0,"Investments, energy, Self Made",,,"New York, New York",United States,Married,1.0,"Doctor of Jurisprudence, Boston University; Bachelor of Arts/Science, University of Connecticut",1.0,0.0,0.0,0.0,1
2133,Nguyen Dang Quang,nguyen-dang-quang,1.3,59.0,6,Vietnam,"Consumer products, banking",Food & Beverage,60.0,"Consumer products, banking, Self Made",,,"Ho Chi Minh City, Vietnam",Vietnam,Married,3.0,,,,,,1
2133,Kazuo Okada,kazuo-okada,1.3,80.0,8,Japan,Casinos,Gambling & Casinos,80.0,"casinos, Self Made",,,"Tokyo, Japan",Japan,Married,3.0,,,,,,1
2133,John Oyler,john-oyler,1.3,55.0,6,United States,Biotech,Healthcare,55.0,"Biotech, Self Made",,,Nevada,United States,Married,,"Bachelor of Arts/Science, Massachusetts Institute of Technology; Master of Business Administration, Stanford Graduate School of Business",1.0,1.0,0.0,0.0,1
2133,William Teh Lee Pang,william-teh-lee-pang,1.3,,0,Malaysia,Banking,Finance & Investments,,Banking,,,,Malaysia,,,,,,,,0
2133,George Pedersen & family,george-pedersen,1.3,87.0,9,United States,Defense contractor,Manufacturing,88.0,"Defense contractor, Self Made",,,"McLean, Virginia",United States,Married,3.0,,,,,,1
2133,Qu Miranda,qu-miranda,1.3,38.0,4,China,E-commerce,Fashion & Retail,38.0,"E-commerce, Self Made",,,"Shanghai, China",China,,,"Bachelor of Arts/Science, Beijing Foreign Studies University",1.0,0.0,0.0,0.0,1
2133,Jupally Rameshwar Rao,jupally-rameshwar-rao,1.3,67.0,7,India,Real estate,Real Estate,67.0,"Real estate, Self Made",,,"Hyderabad, India",India,Married,4.0,,,,,,1
2133,G. M. Rao,g-m-rao,1.3,72.0,8,India,Infrastructure,Logistics,73.0,"Infrastructure, Self Made",,,"Bangalore, India",India,Married,3.0,"Bachelor of Arts/Science, Andhra University",1.0,0.0,0.0,0.0,1
2133,P.V. Ramprasad Reddy,pv-ramprasad-reddy,1.3,65.0,7,India,Pharmaceuticals,Healthcare,65.0,"Pharmaceuticals, Self Made",,,"Hyderabad, India",India,Married,2.0,,,,,,1
2133,Satish Reddy,satish-reddy,1.3,55.0,6,India,Pharmaceuticals,Healthcare,56.0,Pharmaceuticals,,,"Hyderabad, India",India,Married,2.0,"Bachelor of Science in Engineering, Osmania University; Master of Science, Purdue University",1.0,1.0,0.0,0.0,0
2133,Fernando Roig,fernando-roig,1.3,75.0,8,Spain,Supermarkets,Fashion & Retail,76.0,Supermarkets,,,"Valencia, Spain",Spain,Married,2.0,,,,,,0
2133,Igor Rotenberg,igor-rotenberg,1.3,49.0,5,Russia,"Investments, real estate",Diversified,50.0,"Investments, real estate, Self Made",,,"Moscow, Russia",Russia,Married,3.0,"Master, Higher School of Privatization and Business",0.0,1.0,0.0,0.0,1
2133,Seifeddin Rustamov,seifeddin-rustamov,1.3,60.0,6,Russia,Chemicals,Manufacturing,61.0,"Chemicals, Self Made",,,Virginia,Russia,Married,3.0,,,,,,1
2133,Deniz Sahenk,deniz-sahenk,1.3,77.0,8,Turkey,Diversified,Diversified,78.0,Diversified,,,"Istanbul, Turkey",Turkey,Widowed,2.0,,,,,,0
2133,Nobutada Saji,nobutada-saji,1.3,77.0,8,Japan,Beverages,Food & Beverage,77.0,Beverages,,,"Tokyo, Japan",Japan,Married,,"Master of Business Administration, Anderson School of Management",0.0,1.0,0.0,0.0,0
2133,Hajime Satomi,hajime-satomi,1.3,81.0,9,Japan,"Video games, pachinko",Gambling & Casinos,81.0,"video games, pachinko, Self Made",,,"Tokyo, Japan",Japan,Married,3.0,,,,,,1
2133,James Scapa,james-scapa,1.3,66.0,7,United States,Software,Technology,66.0,"Software, Self Made",,,"Atherton, California",United States,Married,4.0,"Bachelor of Arts/Science, Columbia University; Master of Business Administration, University of Michigan",1.0,1.0,0.0,0.0,1
2133,Stephan Schnabel,stephan-schnabel,1.3,48.0,5,Germany,Chemicals,Manufacturing,48.0,Chemicals,,,,Germany,,,,,,,,0
2133,Devi Shetty,devi-shetty,1.3,70.0,7,India,Healthcare,Healthcare,70.0,"Healthcare, Self Made",,,"Bangalore, India",India,Married,4.0,"Medical Doctor, University of Mysore",0.0,0.0,0.0,0.0,1
2133,Albert Shigaboutdinov,albert-shigaboutdinov,1.3,70.0,7,Russia,"Refinery, chemicals",Diversified,70.0,"Refinery, chemicals, Self Made",,,"Kazan, Russia",Russia,Married,2.0,"Master of Science in Engineering, Kazan State Technical University",0.0,1.0,0.0,0.0,1
2133,Diana Teh Li Shing,diana-teh-li-shing,1.3,,0,Malaysia,Banking,Finance & Investments,,Banking,,,,Malaysia,,,,,,,,0
2133,Denis Shtengelov,denis-shtengelov,1.3,50.0,5,Russia,"Food, retail",Food & Beverage,51.0,"Food, retail, Self Made",,,"Gold Coast, Australia",Russia,Married,3.0,"Master of Science, Tomsk State University",0.0,1.0,0.0,0.0,1
2133,Fei Song,fei-song,1.3,56.0,6,China,Machinery,Manufacturing,56.0,"Machinery, Self Made",,,"Yantai, China",China,Married,,,,,,,1
2133,Hal Steinbrenner,hal-steinbrenner,1.3,54.0,6,United States,Sports,Sports,54.0,Sports,,,"Tampa, Florida",United States,Married,1.0,"Masters in Finance, University of Florida; Bachelor of Science, Williams College",1.0,1.0,0.0,0.0,0
2133,Jessica Steinbrenner,jessica-steinbrenner,1.3,59.0,6,United States,Sports,Sports,59.0,Sports,,,"Tampa, Florida",United States,Divorced,4.0,Sweet Briar College,0.0,0.0,0.0,0.0,0
2133,Jennifer Steinbrenner Swindal,jennifer-steinbrenner-swindal,1.3,63.0,7,United States,Sports,Sports,64.0,Sports,,,"Tampa, Florida",United States,Married,2.0,The University of North Carolina at Chapel Hill,0.0,0.0,0.0,0.0,0
2133,Konstantin Strukov & family,konstantin-strukov,1.3,64.0,7,Russia,"Gold, coal mining",Metals & Mining,64.0,"Gold, coal mining, Self Made",,,"Chelyabinsk, Russia",Russia,Married,2.0,"Master of Science, Magnitogorsk Mining and Metallurgical Institute",0.0,1.0,0.0,0.0,1
2133,Rustem Sulteev,rustem-sulteev,1.3,69.0,7,Russia,"Refinery, chemicals",Energy,69.0,"Refinery, chemicals, Self Made",,,"Kazan, Russia",Russia,Married,2.0,"Master of Science in Engineering, Kazan Institute of Civil Engineering",0.0,1.0,0.0,0.0,1
2133,Clemens Toennies,clemens-toennies,1.3,66.0,7,Germany,Meat processing,Food & Beverage,67.0,"Meat processing, Self Made",,,"Rheda-Wiedenbrück, Germany",Germany,,,,,,,,1
2133,Robert Toennies,robert-toennies,1.3,44.0,5,Germany,Meat processing,Food & Beverage,45.0,Meat processing,,,"Rheda-Wiedenbrück, Germany",Germany,,,,,,,,0
2133,John Van Lieshout,john-van-lieshout,1.3,77.0,8,Australia,Real estate,Real Estate,77.0,"Real estate, Self Made",,,"Brisbane, Australia",Australia,Married,3.0,"Diploma, High School",0.0,0.0,0.0,0.0,1
2133,Pongsak Viddayakorn,pongsak-viddayakorn,1.3,89.0,9,Thailand,Hospitals,Healthcare,89.0,"Hospitals, Self Made",,,"Bangkok, Thailand",Thailand,Married,2.0,"Medical Doctor, Mahidol University",0.0,0.0,0.0,0.0,1
2133,Wang Jianguo,wang-jianguo-1,1.3,63.0,7,China,Retail,Fashion & Retail,63.0,"Retail, Self Made",,,"Nanjing, China",China,,,,,,,,1
2133,Junjin Wang,junjin-wang,1.3,54.0,6,China,Airline,Service,54.0,"Airline, Self Made",,,"Shanghai, China",China,,,,,,,,1
2133,Wang Mingwang,wang-mingwang,1.3,55.0,6,China,Electronics components,Manufacturing,56.0,"Electronics components, Self Made",,,"Shenzhen, China",China,Married,,"EMBA, Sun Yat-sen University",0.0,0.0,0.0,0.0,1
2133,Wei Lidong & family,wei-lidong,1.3,47.0,5,China,Software,Technology,47.0,"Software, Self Made",,,"Shanghai, China",China,,,"Bachelor of Arts/Science, Zhejiang University",1.0,0.0,0.0,0.0,1
2133,Myron Wentz,myron-wentz,1.3,83.0,9,St. Kitts and Nevis,Health products,Fashion & Retail,83.0,"Health products, Self Made",,,"Grand Cayman, Cayman Islands",St. Kitts and Nevis,Married,3.0,,,,,,1
2133,Wu Xiaoge,wu-xiaoge,1.3,50.0,5,China,Battery components,Manufacturing,50.0,"Battery components, Self Made",,,"Chengdu, China",China,Married,,"Master of Business Administration, Tsinghua University",0.0,1.0,0.0,0.0,1
2133,Wu Xushun & family,wu-xushun,1.3,74.0,8,China,Internet,Diversified,75.0,"Internet, Self Made",,,"Wuhu, China",China,,,,,,,,1
2133,Xiong Xiaochuan,xiong-xiaochuan,1.3,57.0,6,China,Medical devices,Healthcare,57.0,"Medical devices, Self Made",,,"Shenzhen, China",China,Married,,,,,,,1
2133,Xu Shaochun,xu-shaochun,1.3,60.0,6,China,Software,Technology,60.0,"Software, Self Made",,,"Shenzhen, China",China,,,"EMBA, China Europe International Business School; Bachelor of Science, Southeast University",1.0,0.0,0.0,0.0,1
2133,Yan Jane & family,yan-jane,1.3,53.0,6,China,Software,Technology,54.0,"Software, Self Made",,,"Beijing, China",China,Married,,"Bachelor of Arts/Science, Fudan University; Doctorate in Pedagogical Sciences, University of Pennsylvania",1.0,0.0,1.0,0.0,1
2133,Zeng Chaoyi,zeng-chaoyi,1.3,54.0,6,China,Aluminum products,Manufacturing,54.0,"Aluminum products, Self Made",,,"Changsha, China",China,,,,,,,,1
2133,Peng Zhao,peng-zhao,1.3,52.0,6,China,Online recruitment,Service,52.0,"Online recruitment, Self Made",,,"Beijing, China",China,,,"Bachelor of Law, Peking University",1.0,0.0,0.0,0.0,1
2133,Zhao Tongtong,zhao-tongtong-1,1.3,56.0,6,Canada,Hotels,Service,56.0,"Hotels, Self Made",,,"Hong Kong, Hong Kong",Canada,,,"Master of Business Administration, McGill Univeristy",0.0,1.0,0.0,0.0,1
2133,Kostyantin Zhevago,kostyantin-zhevago,1.3,49.0,5,Ukraine,Mining,Metals & Mining,49.0,"Mining, Self Made",,,"Kiev, Ukraine",Ukraine,Married,2.0,"Bachelor of Arts/Science, Kiev State Economic University",1.0,0.0,0.0,0.0,1
2133,Zong Yanmin,zong-yanmin,1.3,,0,China,Semiconductor materials,Manufacturing,,"Semiconductor materials, Self Made",,,"Jinan, China",China,,,,,,,,1
2259,Sanjay Agarwal,sanjay-agarwal,1.2,52.0,6,India,Banking,Finance & Investments,52.0,"Banking, Self Made",,,"Jaipur, India",India,Married,2.0,"Chartered Accountant, Institute of Chartered Accountants of India",0.0,0.0,0.0,0.0,1
2259,Hamad bin Jassim bin Jaber Al Thani,hamad-bin-jassim-bin-jaber-al-thani,1.2,63.0,7,Qatar,Investments,Finance & Investments,63.0,Investments,,,"Doha, Qatar",Qatar,Married,,,,,,,0
2259,Joao Alves de Queiroz Filho,joao-alves-de-queiroz-filho,1.2,70.0,7,Brazil,Pharmaceuticals,Diversified,70.0,"Pharmaceuticals, Self Made",,,"São Paulo, Brazil",Brazil,Divorced,3.0,"Bachelor of Arts/Science, Faculdade Dom Pedro II",1.0,0.0,0.0,0.0,1
2259,Jose Maria Aristrain,jose-maria-aristrain,1.2,60.0,6,Spain,Steel,Metals & Mining,60.0,Steel,,,"Gstaad, Switzerland",Spain,Married,1.0,,,,,,0
2259,Michael Arougheti,michael-arougheti,1.2,50.0,5,United States,Finance,Finance & Investments,50.0,"Finance, Self Made",,,"Nyack, New York",United States,Married,,"Bachelor of Arts, Yale University",1.0,0.0,0.0,0.0,1
2259,Tope Awotona,tope-awotona,1.2,41.0,5,United States,Software,Technology,42.0,"Software, Self Made",,,"Atlanta, Georgia",United States,Married,,"Bachelor of Business Administration, The University Of Georgia",1.0,0.0,0.0,0.0,1
2259,Mehmet Aydinlar,mehmet-aydinlar,1.2,66.0,7,Turkey,Hospitals,Healthcare,67.0,"Hospitals, Self Made",,,"Istanbul, Turkey",Turkey,Married,1.0,,,,,,1
2259,Danna Azrieli,danna-azrieli,1.2,55.0,6,Israel,Real estate,Real Estate,56.0,Real estate,,,"Herzliya, Israel",Israel,,,,,,,,0
2259,Naomi Azrieli,naomi-azrieli,1.2,57.0,6,Canada,Real estate,Real Estate,57.0,Real estate,,,"Toronto, Canada",Canada,,,,,,,,0
2259,Sharon Azrieli,sharon-azrieli,1.2,62.0,7,Canada,Real estate,Real Estate,63.0,Real estate,,,"Montreal, Canada",Canada,,,,,,,,0
2259,Bai Houshan,bai-houshan,1.2,59.0,6,China,Lithium battery,Energy,59.0,"Lithium battery, Self Made",,,"Ningbo, China",China,,,,,,,,1
2259,Thomas Bailey,thomas-bailey,1.2,86.0,9,United States,Money management,Finance & Investments,86.0,"Money management, Self Made",,,"Aspen, Colorado",United States,Divorced,2.0,"Bachelor of Arts/Science, Michigan State University; Master of Business Administration, University of Western Ontario",1.0,1.0,0.0,0.0,1
2259,Bernhard Braun-Luedicke,bernhard-braun-luedicke,1.2,46.0,5,Germany,Medical technology,Healthcare,46.0,Medical technology,,,"Melsungen, Germany",Germany,,,,,,,,0
2259,Eva Maria Braun-Luedicke,eva-maria-braun-luedicke,1.2,36.0,4,Germany,Medical technology,Healthcare,36.0,Medical technology,,,"Melsungen, Germany",Germany,,,,,,,,0
2259,Friederike Braun-Luedicke,friederike-braun-luedicke,1.2,39.0,4,Germany,Medical technology,Healthcare,39.0,Medical technology,,,"Melsungen, Germany",Germany,,,,,,,,0
2259,Jeffrey Cheah,jeffrey-cheah,1.2,78.0,8,Malaysia,"Property, healthcare",Real Estate,78.0,"Property, healthcare, Self Made",,,"Kuala Lumpur, Malaysia",Malaysia,Married,3.0,"Bachelor of Arts/Science, Victoria University",1.0,0.0,0.0,0.0,1
2259,Chen Xianbao & family,chen-xianbao,1.2,63.0,7,China,Food,Food & Beverage,64.0,"Food, Self Made",,,"Hefei, China",China,Married,,,,,,,1
2259,Cheng Xianfeng,cheng-xianfeng,1.2,54.0,6,China,Pharmaceuticals,Healthcare,54.0,"Pharmaceuticals, Self Made",,,"Hefei, China",China,,,,,,,,1
2259,Chung Yong-jin,chung-yong-jin,1.2,54.0,6,South Korea,Retail,Fashion & Retail,54.0,Retail,,,"Seoul, South Korea",South Korea,Married,4.0,"Bachelor of Arts/Science, Brown University",1.0,0.0,0.0,0.0,0
2259,Darwin Deason,darwin-deason,1.2,82.0,9,United States,Software,Service,83.0,"Software, Self Made",,,"Dallas, Texas",United States,Divorced,3.0,"Diploma, High School",0.0,0.0,0.0,0.0,1
2259,Diego Della Valle,diego-della-valle,1.2,69.0,7,Italy,Shoes,Fashion & Retail,69.0,Shoes,,,"Sant'' Elpidio A Mare, Italy",Italy,Married,2.0,,,,,,0
2259,Ashwin Desai,ashwin-desai,1.2,71.0,8,India,Specialty chemicals,Manufacturing,71.0,"Specialty chemicals, Self Made",,,"Surat, India",India,Married,2.0,"Bachelor of Engineering, Mumbai University",1.0,0.0,0.0,0.0,1
2259,Richard Desmond,richard-desmond,1.2,71.0,8,United Kingdom,Publishing,Media & Entertainment,71.0,"Publishing, Self Made",,,"London, United Kingdom",United Kingdom,Married,3.0,,,,,,1
2259,Ding Shui Po,ding-shui-po,1.2,52.0,6,China,"Sneakers, sportswear",Fashion & Retail,52.0,"Sneakers, sportswear",,,"Quanzhou, China",China,,,,,,,,0
2259,Sefik Yilmaz Dizdar,sefik-yilmaz-dizdar,1.2,85.0,9,Turkey,Fashion retail,Fashion & Retail,85.0,"Fashion retail, Self Made",,,"Istanbul, Turkey",Turkey,Married,,,,,,,1
2259,Mathias Doepfner,mathias-doepfner,1.2,60.0,6,Germany,Media,Media & Entertainment,60.0,Media,,,"Potsdam, Germany",Germany,,,,,,,,0
2259,Farhad Ebrahimi,farhad-ebrahimi,1.2,84.0,9,United States,Solar panels,Manufacturing,84.0,"Solar panels, Self Made",,,"Denver, Colorado",United States,Married,2.0,,,,,,1
2259,Jose Roberto Ermirio de Moraes,jose-roberto-ermirio-de-moraes,1.2,65.0,7,Brazil,Diversified,Diversified,65.0,Diversified,,,"Sao Paulo, Brazil",Brazil,Married,3.0,,,,,,0
2259,Jose Ermirio de Moraes Neto,jose-ermirio-de-moraes-neto,1.2,70.0,7,Brazil,Diversified,Diversified,71.0,Diversified,,,"Sao Paulo, Brazil",Brazil,Married,3.0,"Master of Business Administration, Fundacao Getulio Vargas",0.0,1.0,0.0,0.0,0
2259,Fang Hongbo,fang-hongbo,1.2,56.0,6,China,Home appliances,Manufacturing,56.0,"Home appliances, Self Made",,,"Shunde, China",China,,,,,,,,1
2259,David Feffer,david-feffer,1.2,66.0,7,Brazil,Pulp and paper,Manufacturing,66.0,Pulp and paper,,,"São Paulo, Brazil",Brazil,Married,,"Law Degree, Universidade Presbiteriana Mackenzie",0.0,0.0,0.0,0.0,0
2259,Zsolt Felcsuti,zsolt-felcsuti,1.2,51.0,6,Hungary,Manufacturing,Manufacturing,52.0,"Manufacturing, Self Made",,,Hungary,Hungary,Married,2.0,,,,,,1
2259,Ben Francis,ben-francis-1,1.2,30.0,3,United Kingdom,Fitness clothing,Fashion & Retail,31.0,"Fitness clothing, Self Made",,,"Birmingham, United Kingdom",United Kingdom,,,"Drop Out, Aston University",0.0,0.0,0.0,1.0,1
2259,Gary Friedman,gary-friedman,1.2,65.0,7,United States,Furniture retail,Fashion & Retail,66.0,"Furniture retail, Self Made",9.0,,"Belvedere, California",United States,In Relationship,2.0,"Drop Out, Santa Rosa Junior College",0.0,0.0,0.0,1.0,1
2259,Dan Gertler,dan-gertler,1.2,49.0,5,Israel,Mining,Metals & Mining,49.0,Mining,,,"Bnei Brak, Israel",Israel,Married,11.0,"Diploma, High School",0.0,0.0,0.0,0.0,0
2259,Balkrishan Goenka,balkrishan-goenka,1.2,56.0,6,India,Textiles,Manufacturing,57.0,"Textiles, Self Made",,,"Mumbai, India",India,Married,2.0,,,,,,1
2259,Lawrence Golub,lawrence-golub,1.2,63.0,7,United States,Private equity,Finance & Investments,63.0,"Private equity, Self Made",7.0,,"New York, New York",United States,,,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Harvard College; Doctor of Jurisprudence, Harvard Law School",1.0,1.0,0.0,0.0,1
2259,Saroj Rani Gupta,saroj-rani-gupta,1.2,72.0,8,India,Steel tubes,Manufacturing,73.0,"Steel tubes, Self Made",,,"Delhi, India",India,Widowed,3.0,,,,,,1
2259,Anthony Hall,anthony-hall,1.2,67.0,7,Australia,Technology,Technology,68.0,"Technology, Self Made",,,"Melbourne, Australia",Australia,,,"Bachelor of Arts/Science, La Trobe University; Master of Arts/Science, La Trobe University",1.0,1.0,0.0,0.0,1
2259,Fahed Hariri,fahed-hariri,1.2,42.0,5,Lebanon,"Construction, investments",Construction & Engineering,42.0,"Construction, investments",,,"London, United Kingdom",Lebanon,Married,3.0,,,,,,0
2259,Richard Hayne,richard-hayne,1.2,75.0,8,United States,Urban Outfitters,Fashion & Retail,75.0,"Urban Outfitters, Self Made",9.0,,,,,,,,,,,1
2259,Michael Heine,michael-heine,1.2,73.0,8,Australia,Financial services,Finance & Investments,73.0,"Financial services, Self Made",,,"Melbourne, Australia",Australia,,2.0,,,,,,1
2259,Orion Hindawi,orion-hindawi,1.2,43.0,5,United States,Software,Technology,43.0,"Software, Self Made",,,"Seattle, Washington",United States,Married,2.0,"Drop Out, University of California, Berkeley",0.0,0.0,0.0,1.0,1
2259,Lawrence Ho,lawrence-ho,1.2,46.0,5,Hong Kong,Casinos,Gambling & Casinos,46.0,Casinos,,,"Hong Kong, Hong Kong",Hong Kong,Married,1.0,"Bachelor of Arts/Science, University of Toronto",1.0,0.0,0.0,0.0,0
